state,year,packs_percap
SC,1998,126.9
SC,1999,109.4
SD,1990,88.3
SD,1991,91.8
SD,1992,93
SD,1993,91.6
SD,1994,94.8
SD,1995,98.6
SD,1996,92.3
SD,1997,88.8
SD,1998,88.3
SD,1999,83.5
TN,1990,121.8
TN,1991,120.6
TN,1992,121
TN,1993,120.8
TN,1994,118.8
TN,1995,125.4
TN,1996,119.2
TN,1997,118.9
TN,1998,119.7
TN,1999,115.8
TX,1990,85.6
TX,1991,79.6
TX,1992,77.2
TX,1993,81.3
TX,1994,78.8
TX,1995,75.2
TX,1996,74.6
TX,1997,72.6
TX,1998,73.2
TX,1999,67.8
UT,1990,53.4
UT,1991,53.5
UT,1992,55
UT,1993,56.2
UT,1994,55.8
UT,1995,52
UT,1996,54
UT,1997,57
UT,1998,42.3
UT,1999,43.9
VT,1990,124.3
VT,1991,120.9
VT,1992,126.5
VT,1993,117.2
VT,1994,120.3
VT,1995,123.2
VT,1996,102.5
VT,1997,97.7
VT,1998,97
VT,1999,94.1
VA,1990,118.9
VA,1991,109.1
VA,1992,108.2
VA,1993,105.4
VA,1994,106.2
VA,1995,106.7
VA,1996,104.6
VA,1997,108
VA,1998,105.6
VA,1999,102.1
WA,1990,83.4
WA,1991,78.7
WA,1992,81.1
WA,1993,79.4
WA,1994,72.6
WA,1995,67.4
WA,1996,58.1
WA,1997,55.6
WA,1998,56.4
WA,1999,55.1
WV,1990,104.1
WV,1991,100.1
WV,1992,98
WV,1993,111
WV,1994,104.2
WV,1995,115.8
WV,1996,112.7
WV,1997,114.5
WV,1998,114.6
WV,1999,112.4
Wl,1990,94.1
Wl,1991,95.5
Wl,1992,96.2
Wl,1993,91.2
Wl,1994,91.8
Wl,1995,93.5
Wl,1996,92.1
Wl,1997,91.9
Wl,1998,88.7
Wl,1999,84.4
WY,1990,96.9
WY,1991,109.1
WY,1992,110.8
WY,1993,108.4
WY,1994,111.2
WY,1995,115
WY,1996,110.3
WY,1997,108.8
WY,1998,102.9
WY,1999,104.8
AL,2000,96.2
AL,2001,90.5
AL,2002,84.8
AL,2003,82.2
AL,2004,87.9
AL,2005,82.4
AL,2006,83.3
AL,2007,80.2
AL,2008,78
AL,2009,75.6
AK,2000,66
AK,2001,65.2
AK,2002,63.7
AK,2003,63.6
AK,2004,63.6
AK,2005,60.2
AK,2006,54.5
AK,2007,52.9
AK,2008,47
AK,2009,45.8
AZ,2000,58.5
AZ,2001,54.1
AZ,2002,52
AZ,2003,48.2
AZ,2004,42.5
AZ,2005,42.3
AZ,2006,42.2
AZ,2007,37.5
AZ,2008,31.8
AZ,2009,28.6
AR,2000,99.4
AR,2001,101.7
AR,2002,87.2
AR,2003,91.6
AR,2004,79.8
AR,2005,82.1
AR,2006,81.4
AR,2007,78.4
AR,2008,77
AR,2009,72.6
CA,2000,41.6
CA,2001,38
CA,2002,35.8
CA,2003,34.7
CA,2004,33.1
CA,2005,33.1
CA,2006,32.9
CA,2007,31.8
CA,2008,30.3
CA,2009,28.8
CO,2000,73
CO,2001,70.4
CO,2002,66.2
CO,2003,63.8
CO,2004,60.7
CO,2005,57.9
CO,2006,53.1
CO,2007,51.1
CO,2008,48.4
CO,2009,46
CT,2000,71.4
CT,2001,68.7
CT,2002,66.4
CT,2003,59.7
CT,2004,53.1
CT,2005,49.9
CT,2006,50.9
CT,2007,50.5
CT,2008,47.4
CT,2009,45.9
DE,2000,140.7
DE,2001,141.4
DE,2002,142.4
DE,2003,184.2
DE,2004,176
DE,2005,178.8
DE,2006,183.6
DE,2007,185.2
DE,2008,133.3
DE,2009,122.8
DC,2000,50.2
DC,2001,43.9
DC,2002,44.4
DC,2003,45.6
DC,2004,38.4
DC,2005,37.3
DC,2006,42.2
DC,2007,38.1
DC,2008,38.1
DC,2009,33.4
FL,2000,82.5
FL,2001,78.6
FL,2002,77.9
FL,2003,76.7
FL,2004,74.2
FL,2005,75.3
FL,2006,71.9
FL,2007,69.9
FL,2008,67.9
FL,2009,70.6
GA,2000,88.1
GA,2001,85.9
GA,2002,79.5
GA,2003,83.1
GA,2004,68.1
GA,2005,70.2
GA,2006,68.2
GA,2007,64.7
GA,2008,61.6
GA,2009,58.8
Hl,2000,31.9
Hl,2001,42.8
Hl,2002,51.1
Hl,2003,51.2
Hl,2004,47.4
Hl,2005,47
Hl,2006,48
Hl,2007,43.7
Hl,2008,44
Hl,2009,41.1
ID,2000,66.9
ID,2001,66.7
ID,2002,63.3
ID,2003,64.7
ID,2004,60.8
ID,2005,58.3
ID,2006,58.8
ID,2007,58.6
ID,2008,55.9
ID,2009,52.4
IL,2000,70
IL,2001,67.1
IL,2002,70.9
IL,2003,51.4
IL,2004,60
IL,2005,52.2
IL,2006,51.5
IL,2007,48.6
IL,2008,47.9
IL,2009,45.2
IN,2000,125.5
IN,2001,121.4
IN,2002,121.4
IN,2003,101.1
IN,2004,97.7
IN,2005,96.1
IN,2006,98.7
IN,2007,102.3
IN,2008,81.7
IN,2009,78.9
IA,2000,88.9
IA,2001,86.5
IA,2002,85.4
IA,2003,85.4
IA,2004,83.7
IA,2005,83.9
IA,2006,85.3
IA,2007,76.3
IA,2008,57.6
IA,2009,53.8
KS,2000,79.8
KS,2001,78.1
KS,2002,77.5
KS,2003,60.7
KS,2004,56.3
KS,2005,54.9
KS,2006,55.4
KS,2007,53.1
KS,2008,51.7
KS,2009,49.1
KY,2000,156.2
KY,2001,152.6
KY,2002,140.8
KY,2003,175.8
KY,2004,174.4
KY,2005,181.8
KY,2006,145.3
KY,2007,141.9
KY,2008,141.9
KY,2009,126.4
LA,2000,104.3
LA,2001,83.1
LA,2002,97
LA,2003,82.9
LA,2004,85.6
LA,2005,91
LA,2006,77.3
LA,2007,86.7
LA,2008,87.9
LA,2009,82.6
ME,2000,82.9
ME,2001,81.2
ME,2002,79.6
ME,2003,74.6
ME,2004,72.4
ME,2005,71.5
ME,2006,64.8
ME,2007,58.5
ME,2008,55.2
ME,2009,52.3
MD,2000,57.7
MD,2001,58.1
MD,2002,56
MD,2003,49.5
MD,2004,48.9
MD,2005,48.7
MD,2006,48.9
MD,2007,48.3
MD,2008,43.3
MD,2009,35.4
MA,2000,58.3
MA,2001,54.8
MA,2002,55.5
MA,2003,47.5
MA,2004,43.6
MA,2005,42.7
MA,2006,44.1
MA,2007,43
MA,2008,43.1
MA,2009,34.6
Ml,2000,83.7
Ml,2001,79.2
Ml,2002,78.1
Ml,2003,72.3
Ml,2004,68.5
Ml,2005,57.9
Ml,2006,56.5
Ml,2007,55
Ml,2008,52.4
Ml,2009,50.6
MN,2000,76
MN,2001,74.2
MN,2002,71
MN,2003,71.7
MN,2004,73
MN,2005,65.7
MN,2006,55.6
MN,2007,53
MN,2008,50.9
MN,2009,48.7
MS,2000,97.2
MS,2001,93.9
MS,2002,91.5
MS,2003,91.2
MS,2004,88.4
MS,2005,88.8
MS,2006,92.2
MS,2007,88.8
MS,2008,93.6
MS,2009,89.5
MO,2000,113.8
MO,2001,107.8
MO,2002,99.2
MO,2003,106.4
MO,2004,105
MO,2005,103.4
MO,2006,105.1
MO,2007,100.6
MO,2008,100.1
MO,2009,97.2
MT,2000,75.5
MT,2001,74.8
MT,2002,74.4
MT,2003,71.7
MT,2004,68
MT,2005,63.5
MT,2006,51.6
MT,2007,52.6
MT,2008,52.6
MT,2009,49.8
NE,2000,77.6
NE,2001,69.8
NE,2002,77.3
NE,2003,68.4
NE,2004,61.8
NE,2005,61
NE,2006,59.5
NE,2007,60.1
NE,2008,63.2
NE,2009,59.8
NV,2000,93.2
NV,2001,90.5
NV,2002,82.2
NV,2003,86.6
NV,2004,69.9
NV,2005,69.7
NV,2006,68.5
NV,2007,65.5
NV,2008,61.9
NV,2009,53.5
NH,2000,147.3
NH,2001,136.1
NH,2002,131.6
NH,2003,146.2
NH,2004,148.4
NH,2005,138.6
NH,2006,135.5
NH,2007,131.6
NH,2008,113.5
NH,2009,116.6
NJ,2000,60.1
NJ,2001,57.7
NJ,2002,58.4
NJ,2003,48.1
NJ,2004,43
NJ,2005,37.5
NJ,2006,37.7
NJ,2007,34.2
NJ,2008,34.2
NJ,2009,32.6
NM,2000,53.8
NM,2001,53.7
NM,2002,52.2
NM,2003,53.5
NM,2004,35.4
NM,2005,35.5
NM,2006,35.4
NM,2007,34.6
NM,2008,34
NM,2009,32.7
NY,2000,57.8
NY,2001,48
NY,2002,46.5
NY,2003,35.3
NY,2004,33.7
NY,2005,32.4
NY,2006,32.4
NY,2007,32.3
NY,2008,31.5
NY,2009,24.8
NC,2000,109
NC,2001,100.1
NC,2002,98.5
NC,2003,97.7
NC,2004,95.6
NC,2005,93.8
NC,2006,89.6
NC,2007,78.3
NC,2008,73.7
NC,2009,69.6
ND,2000,72.5
ND,2001,70.1
ND,2002,68.5
ND,2003,65.7
ND,2004,65.7
ND,2005,66
ND,2006,73.7
ND,2007,75.9
ND,2008,74
ND,2009,72.9
OH,2000,99.9
OH,2001,100
OH,2002,96.8
OH,2003,90.2
OH,2004,85.9
OH,2005,89
OH,2006,70.5
OH,2007,67.8
OH,2008,64.7
OH,2009,61.6
OK,2000,108.9
OK,2001,108.1
OK,2002,102
OK,2003,103
OK,2004,101.6
OK,2005,98.2
OK,2006,87.2
OK,2007,85.8
OK,2008,86.7
OK,2009,79
OR,2000,72
OR,2001,68.6
OR,2002,66.6
OR,2003,60.9
OR,2004,55.2
OR,2005,53.2
OR,2006,54.7
OR,2007,55.5
OR,2008,50.4
OR,2009,48.4
PA,2000,87.9
PA,2001,86.8
PA,2002,86.9
PA,2003,74.7
PA,2004,68.9
PA,2005,62.8
PA,2006,62.4
PA,2007,60.8
PA,2008,61.4
PA,2009,59.2
Rl,2000,83.1
Rl,2001,79.5
Rl,2002,74.7
Rl,2003,67.3
Rl,2004,61.1
Rl,2005,49.4
Rl,2006,47.3
Rl,2007,45.3
Rl,2008,43.6
Rl,2009,44.7
SC,2000,103.9
SC,2001,96.6
SC,2002,97.5
SC,2003,95.7
SC,2004,92.2
SC,2005,94
SC,2006,96.4
SC,2007,91.2
SC,2008,89.1
SC,2009,85
SD,2000,75.1
SD,2001,78.1
SD,2002,75.4
SD,2003,73.2
SD,2004,69.3
SD,2005,68.7
SD,2006,69.2
SD,2007,58.5
SD,2008,49.5
SD,2009,49.7
TN,2000,108.7
TN,2001,103.5
TN,2002,103.4
TN,2003,93.2
TN,2004,96.5
TN,2005,97
TN,2006,98.7
TN,2007,107.4
TN,2008,69.5
TN,2009,77
TX,2000,69.3
TX,2001,62.1
TX,2002,58.3
TX,2003,58.9
TX,2004,55.8
TX,2005,55.4
TX,2006,54.3
TX,2007,49.3
TX,2008,43.9
TX,2009,42.3
UT,2000,40.7
UT,2001,38.7
UT,2002,40.1
UT,2003,36.5
UT,2004,34.2
UT,2005,33.6
UT,2006,34.5
UT,2007,32.9
UT,2008,31.3
UT,2009,27.6
VT,2000,88.9
VT,2001,94.3
VT,2002,93
VT,2003,77.9
VT,2004,69.2
VT,2005,63.9
VT,2006,63.9
VT,2007,54.5
VT,2008,51.6
VT,2009,48.9
VA,2000,96.7
VA,2001,94.1
VA,2002,92.1
VA,2003,95.5
VA,2004,97.4
VA,2005,82.5
VA,2006,78.9
VA,2007,76.1
VA,2008,73.6
VA,2009,73.4
WA,2000,52.8
WA,2001,50.2
WA,2002,45
WA,2003,40.1
WA,2004,37.7
WA,2005,37.2
WA,2006,33.7
WA,2007,32.4
WA,2008,31.9
WA,2009,30.1
WV,2000,107.9
WV,2001,109.4
WV,2002,110.7
WV,2003,122.2
WV,2004,104
WV,2005,102.4
WV,2006,112.2
WV,2007,110.5
WV,2008,112.8
WV,2009,115.8
Wl,2000,80.1
Wl,2001,78.2
Wl,2002,75.3
Wl,2003,71
Wl,2004,69.9
Wl,2005,70.1
Wl,2006,71.3
Wl,2007,69.7
Wl,2008,66.7
Wl,2009,55.3
WY,2000,90.5
WY,2001,92.9
WY,2002,93.2
WY,2003,115.5
WY,2004,47.5
WY,2005,76.4
WY,2006,78.8
WY,2007,83
WY,2008,79
WY,2009,76.7
AL,2010,71.5
AL,2011,68.4
AL,2012,67.2
AL,2013,64.6
AL,2014,61.7
AL,2015,60.7
AL,2016,60.1
AL,2017,58.1
AL,2018,54.7
AK,2010,43.8
AK,2011,43.3
AK,2012,41.2
AK,2013,39
AK,2014,37.2
AK,2015,35.8
AK,2016,35.6
AK,2017,32.9
AK,2018,31.1
AZ,2010,24.8
AZ,2011,27.1
AZ,2012,25
AZ,2013,24.4
AZ,2014,23
AZ,2015,23
AZ,2016,23.1
AZ,2017,22.5
AZ,2018,21.8
AR,2010,63.2
AR,2011,61.1
AR,2012,60.5
AR,2013,57.5
AR,2014,54.4
AR,2015,54
AR,2016,54.2
AR,2017,52.4
AR,2018,50.2
CA,2010,26.3
CA,2011,26
CA,2012,25.2
CA,2013,23.9
CA,2014,22.7
CA,2015,22.3
CA,2016,22
CA,2017,20.5
CA,2018,16.6
CO,2010,41.4
CO,2011,40.6
CO,2012,40.6
CO,2013,38.3
CO,2014,36.7
CO,2015,36.3
CO,2016,35.8
CO,2017,34.5
CO,2018,32.1
CT,2010,40.8
CT,2011,36.3
CT,2012,33.5
CT,2013,31.4
CT,2014,30.1
CT,2015,28.6
CT,2016,28.3
CT,2017,26.5
CT,2018,23.8
DE,2010,95
DE,2011,87.6
DE,2012,84.9
DE,2013,77.1
DE,2014,71.2
DE,2015,70.1
DE,2016,68.1
DE,2017,72.6
DE,2018,64.2
DC,2010,23.1
DC,2011,24.2
DC,2012,20
DC,2013,18.6
DC,2014,16.2
DC,2015,15.8
DC,2016,14.8
DC,2017,13.2
DC,2018,12.9
FL,2010,50
FL,2011,49.7
FL,2012,45.9
FL,2013,44.3
FL,2014,42.4
FL,2015,41.9
FL,2016,41.5
FL,2017,40.6
FL,2018,38.4
GA,2010,55.3
GA,2011,54.3
GA,2012,53.1
GA,2013,49.9
GA,2014,49
GA,2015,47.3
GA,2016,47.3
GA,2017,45.6
GA,2018,45.7
Hl,2010,36.2
Hl,2011,32.9
Hl,2012,29.8
Hl,2013,27
Hl,2014,25.4
Hl,2015,26.8
Hl,2016,25.4
Hl,2017,25.1
Hl,2018,24.2
ID,2010,46.4
ID,2011,45.5
ID,2012,43.5
ID,2013,43.1
ID,2014,40.8
ID,2015,40.8
ID,2016,40.7
ID,2017,39
ID,2018,37.7
IL,2010,44.1
IL,2011,45.3
IL,2012,46.5
IL,2013,31.7
IL,2014,33.6
IL,2015,33.4
IL,2016,31.5
IL,2017,30.7
IL,2018,28.3
IN,2010,71.7
IN,2011,69.6
IN,2012,66
IN,2013,66.9
IN,2014,63.6
IN,2015,62.7
IN,2016,62.4
IN,2017,61.2
IN,2018,58.3
IA,2010,51.3
IA,2011,49.1
IA,2012,48.6
IA,2013,48.5
IA,2014,47.1
IA,2015,46.5
IA,2016,47.7
IA,2017,45
IA,2018,43
KS,2010,45.2
KS,2011,41.2
KS,2012,43
KS,2013,41
KS,2014,39.5
KS,2015,39.3
KS,2016,36.4
KS,2017,34.5
KS,2018,33.3
KY,2010,110.7
KY,2011,103.7
KY,2012,100.1
KY,2013,93.5
KY,2014,89
KY,2015,84.5
KY,2016,87
KY,2017,85.6
KY,2018,81.6
LA,2010,74.3
LA,2011,78.8
LA,2012,72
LA,2013,73.3
LA,2014,65.1
LA,2015,73.8
LA,2016,55.9
LA,2017,57.6
LA,2018,53.6
ME,2010,53
ME,2011,51.1
ME,2012,48.9
ME,2013,48.5
ME,2014,47.4
ME,2015,46.9
ME,2016,48.9
ME,2017,49.6
ME,2018,45.4
MD,2010,35
MD,2011,34.6
MD,2012,34.4
MD,2013,32.6
MD,2014,31.6
MD,2015,30.4
MD,2016,30.4
MD,2017,29.2
MD,2018,27.6
MA,2010,33.7
MA,2011,34.2
MA,2012,33.5
MA,2013,32.2
MA,2014,27.1
MA,2015,25.9
MA,2016,25.6
MA,2017,24.3
MA,2018,23
Ml,2010,48.8
Ml,2011,46.4
Ml,2012,46.7
Ml,2013,45.4
Ml,2014,44.5
Ml,2015,44.5
Ml,2016,44.9
Ml,2017,44.4
Ml,2018,42.5
MN,2010,46.5
MN,2011,51.5
MN,2012,37.9
MN,2013,43.1
MN,2014,31.4
MN,2015,30.2
MN,2016,29.8
MN,2017,28.3
MN,2018,26.2
MS,2010,70.3
MS,2011,67.9
MS,2012,66.5
MS,2013,63.9
MS,2014,61.2
MS,2015,62.6
MS,2016,59.2
MS,2017,59.4
MS,2018,56.3
MO,2010,92.3
MO,2011,91.1
MO,2012,89.4
MO,2013,87.4
MO,2014,82.6
MO,2015,81.8
MO,2016,83.4
MO,2017,79.5
MO,2018,75.3
MT,2010,47.3
MT,2011,45.5
MT,2012,45.5
MT,2013,44.3
MT,2014,43
MT,2015,42.2
MT,2016,42.2
MT,2017,41.1
MT,2018,37.2
NE,2010,55
NE,2011,53.5
NE,2012,52.5
NE,2013,51.2
NE,2014,47.3
NE,2015,46.6
NE,2016,46.3
NE,2017,43.4
NE,2018,43.4
NV,2010,48.1
NV,2011,45.7
NV,2012,43.1
NV,2013,43.2
NV,2014,41.6
NV,2015,46.4
NV,2016,30.9
NV,2017,36.3
NV,2018,31.6
NH,2010,97.1
NH,2011,92.9
NH,2012,93.9
NH,2013,89.6
NH,2014,90.6
NH,2015,89.6
NH,2016,91.5
NH,2017,87.3
NH,2018,83.4
NJ,2010,31.1
NJ,2011,32.5
NJ,2012,31.6
NJ,2013,30.6
NJ,2014,29.3
NJ,2015,28.3
NJ,2016,28.1
NJ,2017,27.3
NJ,2018,25.8
NM,2010,30.3
NM,2011,27.3
NM,2012,26.7
NM,2013,26.4
NM,2014,24.6
NM,2015,25.8
NM,2016,24.6
NM,2017,24
NM,2018,23.6
NY,2010,24.1
NY,2011,18.3
NY,2012,18
NY,2013,16.6
NY,2014,15.4
NY,2015,14.6
NY,2016,14
NY,2017,13.3
NY,2018,12.5
NC,2010,61.5
NC,2011,60.9
NC,2012,60.7
NC,2013,57.5
NC,2014,56.7
NC,2015,54.1
NC,2016,54.4
NC,2017,54.5
NC,2018,53.2
ND,2010,69.3
ND,2011,69
ND,2012,74.5
ND,2013,72.5
ND,2014,75.8
ND,2015,75.8
ND,2016,70.2
ND,2017,65.2
ND,2018,62.8
OH,2010,59.3
OH,2011,56.8
OH,2012,55.7
OH,2013,54.6
OH,2014,53.3
OH,2015,52.4
OH,2016,50.8
OH,2017,50.1
OH,2018,47.6
OK,2010,71.2
OK,2011,71
OK,2012,71.3
OK,2013,67.2
OK,2014,64.3
OK,2015,62.6
OK,2016,61.2
OK,2017,60.5
OK,2018,58.1
OR,2010,44.7
OR,2011,47
OR,2012,44.7
OR,2013,43.3
OR,2014,41.4
OR,2015,40.5
OR,2016,40
OR,2017,38.3
OR,2018,37.2
PA,2010,57
PA,2011,56.4
PA,2012,55
PA,2013,52.8
PA,2014,50.8
PA,2015,48.5
PA,2016,48.2
PA,2017,40.5
PA,2018,37.8
Rl,2010,37.1
Rl,2011,36.3
Rl,2012,35.8
Rl,2013,35.3
Rl,2014,36.7
Rl,2015,36.8
Rl,2016,35.2
Rl,2017,34.2
Rl,2018,31.4
SC,2010,84.5
SC,2011,69.9
SC,2012,61.9
SC,2013,62
SC,2014,58.9
SC,2015,56.1
SC,2016,57.3
SC,2017,55.5
SC,2018,53.1
SD,2010,48.6
SD,2011,43.8
SD,2012,42.8
SD,2013,42.7
SD,2014,42.3
SD,2015,40.7
SD,2016,44.6
SD,2017,41.6
SD,2018,40.2
TN,2010,72.6
TN,2011,71.7
TN,2012,68.3
TN,2013,66.2
TN,2014,62.6
TN,2015,62.2
TN,2016,61.6
TN,2017,59.2
TN,2018,56
TX,2010,38.2
TX,2011,38.7
TX,2012,36.7
TX,2013,36.2
TX,2014,33.7
TX,2015,33.8
TX,2016,32.8
TX,2017,31.9
TX,2018,29.1
UT,2010,26.7
UT,2011,22.3
UT,2012,23
UT,2013,21.4
UT,2014,19.5
UT,2015,20
UT,2016,18.5
UT,2017,18.4
UT,2018,17.1
VT,2010,47.7
VT,2011,48.7
VT,2012,45.7
VT,2013,42.1
VT,2014,40.4
VT,2015,40.4
VT,2016,37.4
VT,2017,36.3
VT,2018,32.8
VA,2010,68.9
VA,2011,67.1
VA,2012,72.4
VA,2013,69.4
VA,2014,67
VA,2015,66.1
VA,2016,63.6
VA,2017,60.8
VA,2018,55.7
WA,2010,25.6
WA,2011,21.7
WA,2012,20.3
WA,2013,19.5
WA,2014,18.6
WA,2015,18.8
WA,2016,18
WA,2017,17
WA,2018,16.1
WV,2010,113
WV,2011,107.9
WV,2012,105
WV,2013,103.1
WV,2014,97.4
WV,2015,97.3
WV,2016,95.5
WV,2017,82.2
WV,2018,75.7
Wl,2010,48.2
Wl,2011,42.5
Wl,2012,41.2
Wl,2013,39.8
Wl,2014,39.9
Wl,2015,39.5
Wl,2016,39.7
Wl,2017,39
Wl,2018,37.2
WY,2010,65.7
WY,2011,70.5
WY,2012,61.5
WY,2013,60.8
WY,2014,56.4
WY,2015,58.6
WY,2016,54.6
WY,2017,52.4
WY,2018,50.4
AL,2019,53.1
AL,2020,50.8
AL,2021,50.2
AL,2022,44.9
AK,2019,30.4
AK,2020,29.5
AK,2021,29.5
AK,2022,26.7
AZ,2019,20.7
AZ,2020,20.9
AZ,2021,20.8
AZ,2022,19.8
AR,2019,47.6
AR,2020,47.5
AR,2021,47.3
AR,2022,43.5
CA,2019,15.8
CA,2020,15.1
CA,2021,15
CA,2022,13.8
CO,2019,30.4
CO,2020,29.2
CO,2021,27.5
CO,2022,24.1
CT,2019,21.9
CT,2020,20.8
CT,2021,20.6
CT,2022,19
DE,2019,56.9
DE,2020,52.2
DE,2021,52.8
DE,2022,50
DC,2019,9.1
DC,2020,7.2
DC,2021,5.2
DC,2022,5.6
FL,2019,36.2
FL,2020,35.2
FL,2021,34.4
FL,2022,32.3
GA,2019,43.3
GA,2020,41.8
GA,2021,42.1
GA,2022,38.3
Hl,2019,22.5
Hl,2020,22.6
Hl,2021,21.1
Hl,2022,18.5
ID,2019,35.8
ID,2020,34.1
ID,2021,33.4
ID,2022,30
IL,2019,29.3
IL,2020,21.4
IL,2021,22.4
IL,2022,20.9
IN,2019,56.5
IN,2020,56.3
IN,2021,54.9
IN,2022,51.6
IA,2019,41.6
IA,2020,41.4
IA,2021,41.1
IA,2022,37.8
KS,2019,31.1
KS,2020,31.3
KS,2021,30
KS,2022,28.8
KY,2019,73.3
KY,2020,73.6
KY,2021,71.9
KY,2022,66.6
LA,2019,50.8
LA,2020,49.5
LA,2021,48.9
LA,2022,45.6
ME,2019,42.6
ME,2020,45.6
ME,2021,43.9
ME,2022,42.2
MD,2019,26.4
MD,2020,25.7
MD,2021,23.5
MD,2022,18.5
MA,2019,21.3
MA,2020,19.8
MA,2021,15.1
MA,2022,14.8
Ml,2019,41.3
Ml,2020,39.9
Ml,2021,39.1
Ml,2022,36.7
MN,2019,24.6
MN,2020,24.5
MN,2021,25.1
MN,2022,20.4
MS,2019,53.8
MS,2020,54.5
MS,2021,53.3
MS,2022,50.7
MO,2019,72.2
MO,2020,72.1
MO,2021,71.1
MO,2022,66.8
MT,2019,36.4
MT,2020,35.4
MT,2021,34.2
MT,2022,31.5
NE,2019,40.6
NE,2020,39.8
NE,2021,39.1
NE,2022,36.4
NV,2019,32
NV,2020,30.1
NV,2021,29.1
NV,2022,27.2
NH,2019,78.4
NH,2020,81.3
NH,2021,93
NH,2022,82.7
NJ,2019,24.1
NJ,2020,23.5
NJ,2021,21.8
NJ,2022,20.9
NM,2019,22.6
NM,2020,20.4
NM,2021,20
NM,2022,18.9
NY,2019,11.7
NY,2020,11.2
NY,2021,10.5
NY,2022,9.8
NC,2019,51.6
NC,2020,49.9
NC,2021,52.4
NC,2022,48.7
ND,2019,59.9
ND,2020,58.6
ND,2021,55.5
ND,2022,51.7
OH,2019,45.7
OH,2020,45.3
OH,2021,44.8
OH,2022,41.6
OK,2019,42.8
OK,2020,46.5
OK,2021,46.3
OK,2022,44.7
OR,2019,35
OR,2020,33.6
OR,2021,29.6
OR,2022,25.6
PA,2019,35.7
PA,2020,34.9
PA,2021,33.7
PA,2022,31.7
Rl,2019,29.1
Rl,2020,29
Rl,2021,31.9
Rl,2022,29.7
SC,2019,52.6
SC,2020,47.6
SC,2021,47.9
SC,2022,44.2
SD,2019,35
SD,2020,36.5
SD,2021,35.9
SD,2022,33.2
TN,2019,55.5
TN,2020,52.1
TN,2021,52.2
TN,2022,48.1
TX,2019,28.8
TX,2020,28.5
TX,2021,26.3
TX,2022,25.8
UT,2019,15.9
UT,2020,16.1
UT,2021,14.9
UT,2022,13.7
VT,2019,31.5
VT,2020,30.5
VT,2021,31.1
VT,2022,29.2
VA,2019,51.6
VA,2020,53.1
VA,2021,45.2
VA,2022,43
WA,2019,15
WA,2020,14.1
WA,2021,13.8
WA,2022,13.1
WV,2019,75
WV,2020,74.1
WV,2021,73.4
WV,2022,71.3
Wl,2019,35.4
Wl,2020,36
Wl,2021,34.6
Wl,2022,32.7
WY,2019,49.4
WY,2020,46.4
WY,2021,47.7
WY,2022,43.3
